,index,Pincode,Districtname,StateName
9646,508748,532213,SRIKAKULAM,ANDHRA PRADESH
9647,508821,532214,SRIKAKULAM,ANDHRA PRADESH
9648,508875,532215,SRIKAKULAM,ANDHRA PRADESH
9649,508926,532216,SRIKAKULAM,ANDHRA PRADESH
9650,508961,532218,SRIKAKULAM,ANDHRA PRADESH
9651,509036,532219,SRIKAKULAM,ANDHRA PRADESH
9652,509052,532220,SRIKAKULAM,ANDHRA PRADESH
9653,509118,532221,SRIKAKULAM,ANDHRA PRADESH
9654,509188,532222,SRIKAKULAM,ANDHRA PRADESH
9655,509241,532242,SRIKAKULAM,ANDHRA PRADESH
9656,509329,532243,SRIKAKULAM,ANDHRA PRADESH
9657,509407,532263,SRIKAKULAM,ANDHRA PRADESH
9658,509433,532264,SRIKAKULAM,ANDHRA PRADESH
9659,509516,532284,SRIKAKULAM,ANDHRA PRADESH
9660,509553,532290,SRIKAKULAM,ANDHRA PRADESH
9661,509601,532291,SRIKAKULAM,ANDHRA PRADESH
9662,509648,532292,SRIKAKULAM,ANDHRA PRADESH
9663,509701,532312,SRIKAKULAM,ANDHRA PRADESH
9664,509772,532322,SRIKAKULAM,ANDHRA PRADESH
9665,509838,532401,SRIKAKULAM,ANDHRA PRADESH
9666,509890,532402,SRIKAKULAM,ANDHRA PRADESH
9667,509907,532403,SRIKAKULAM,ANDHRA PRADESH
9668,509978,532404,SRIKAKULAM,ANDHRA PRADESH
9669,510031,532405,SRIKAKULAM,ANDHRA PRADESH
9670,510072,532406,SRIKAKULAM,ANDHRA PRADESH
9671,510089,532407,SRIKAKULAM,ANDHRA PRADESH
9672,510199,532408,SRIKAKULAM,ANDHRA PRADESH
9673,510237,532409,SRIKAKULAM,ANDHRA PRADESH
9674,510279,532410,SRIKAKULAM,ANDHRA PRADESH
9675,510304,532421,SRIKAKULAM,ANDHRA PRADESH
9676,510368,532425,SRIKAKULAM,ANDHRA PRADESH
9677,510430,532426,SRIKAKULAM,ANDHRA PRADESH
9678,510476,532427,SRIKAKULAM,ANDHRA PRADESH
9679,510510,532428,SRIKAKULAM,ANDHRA PRADESH
9680,510532,532429,SRIKAKULAM,ANDHRA PRADESH
9681,510570,532430,SRIKAKULAM,ANDHRA PRADESH
9682,510654,532432,SRIKAKULAM,ANDHRA PRADESH
9683,510705,532440,SRIKAKULAM,ANDHRA PRADESH
9684,510765,532443,SRIKAKULAM,ANDHRA PRADESH
9685,510849,532445,SRIKAKULAM,ANDHRA PRADESH
9686,510916,532455,SRIKAKULAM,ANDHRA PRADESH
9687,511046,532456,SRIKAKULAM,ANDHRA PRADESH
9688,511085,532457,SRIKAKULAM,ANDHRA PRADESH
9689,511133,532458,SRIKAKULAM,ANDHRA PRADESH
9690,511251,532459,SRIKAKULAM,ANDHRA PRADESH
9691,511375,532460,SRIKAKULAM,ANDHRA PRADESH
9692,511489,532461,SRIKAKULAM,ANDHRA PRADESH
9693,511508,532462,SRIKAKULAM,ANDHRA PRADESH
9694,511542,532474,SRIKAKULAM,ANDHRA PRADESH
9695,511567,532484,SRIKAKULAM,ANDHRA PRADESH
9696,511605,533001,EAST GODAVARI,ANDHRA PRADESH
9697,511611,533002,EAST GODAVARI,ANDHRA PRADESH
9698,511614,533003,EAST GODAVARI,ANDHRA PRADESH
9699,511618,533004,EAST GODAVARI,ANDHRA PRADESH
9700,511620,533005,EAST GODAVARI,ANDHRA PRADESH
9701,511644,533006,EAST GODAVARI,ANDHRA PRADESH
9702,511659,533016,EAST GODAVARI,ANDHRA PRADESH
9703,511670,533101,EAST GODAVARI,ANDHRA PRADESH
9704,511676,533102,EAST GODAVARI,ANDHRA PRADESH
9705,511684,533103,EAST GODAVARI,ANDHRA PRADESH
9706,511687,533104,EAST GODAVARI,ANDHRA PRADESH
9707,511688,533105,EAST GODAVARI,ANDHRA PRADESH
9708,511695,533106,EAST GODAVARI,ANDHRA PRADESH
9709,511698,533107,EAST GODAVARI,ANDHRA PRADESH
9710,511708,533124,EAST GODAVARI,ANDHRA PRADESH
9711,511711,533125,EAST GODAVARI,ANDHRA PRADESH
9712,511714,533126,EAST GODAVARI,ANDHRA PRADESH
9713,511726,533201,EAST GODAVARI,ANDHRA PRADESH
9714,511733,533210,EAST GODAVARI,ANDHRA PRADESH
9715,511739,533211,EAST GODAVARI,ANDHRA PRADESH
9716,511750,533212,EAST GODAVARI,ANDHRA PRADESH
9717,511768,533213,EAST GODAVARI,ANDHRA PRADESH
9718,511780,533214,EAST GODAVARI,ANDHRA PRADESH
9719,511793,533215,EAST GODAVARI,ANDHRA PRADESH
9720,511794,533216,EAST GODAVARI,ANDHRA PRADESH
9721,511807,533217,EAST GODAVARI,ANDHRA PRADESH
9722,511821,533218,EAST GODAVARI,ANDHRA PRADESH
9723,511827,533220,EAST GODAVARI,ANDHRA PRADESH
9724,511838,533221,EAST GODAVARI,ANDHRA PRADESH
9725,511849,533222,EAST GODAVARI,ANDHRA PRADESH
9726,511869,533223,EAST GODAVARI,ANDHRA PRADESH
9727,511875,533228,EAST GODAVARI,ANDHRA PRADESH
9728,511884,533229,EAST GODAVARI,ANDHRA PRADESH
9729,511893,533232,EAST GODAVARI,ANDHRA PRADESH
9730,511903,533233,EAST GODAVARI,ANDHRA PRADESH
9731,511907,533234,EAST GODAVARI,ANDHRA PRADESH
9732,511912,533235,EAST GODAVARI,ANDHRA PRADESH
9733,511924,533236,EAST GODAVARI,ANDHRA PRADESH
9734,511933,533237,EAST GODAVARI,ANDHRA PRADESH
9735,511937,533238,EAST GODAVARI,ANDHRA PRADESH
9736,511943,533239,EAST GODAVARI,ANDHRA PRADESH
9737,511948,533240,EAST GODAVARI,ANDHRA PRADESH
9738,511962,533241,EAST GODAVARI,ANDHRA PRADESH
9739,511970,533242,EAST GODAVARI,ANDHRA PRADESH
9740,511973,533244,EAST GODAVARI,ANDHRA PRADESH
9741,511985,533247,EAST GODAVARI,ANDHRA PRADESH
9742,512006,533248,EAST GODAVARI,ANDHRA PRADESH
9743,512019,533249,EAST GODAVARI,ANDHRA PRADESH
9744,512031,533250,EAST GODAVARI,ANDHRA PRADESH
9745,512038,533251,EAST GODAVARI,ANDHRA PRADESH
9746,512048,533252,EAST GODAVARI,ANDHRA PRADESH
9747,512059,533253,EAST GODAVARI,ANDHRA PRADESH
9748,512066,533254,EAST GODAVARI,ANDHRA PRADESH
9749,512073,533255,EAST GODAVARI,ANDHRA PRADESH
9750,512074,533256,EAST GODAVARI,ANDHRA PRADESH
9751,512091,533260,EAST GODAVARI,ANDHRA PRADESH
9752,512101,533261,EAST GODAVARI,ANDHRA PRADESH
9753,512106,533262,EAST GODAVARI,ANDHRA PRADESH
9754,512130,533263,EAST GODAVARI,ANDHRA PRADESH
9755,512141,533264,EAST GODAVARI,ANDHRA PRADESH
9756,512144,533274,EAST GODAVARI,ANDHRA PRADESH
9757,512152,533284,EAST GODAVARI,ANDHRA PRADESH
9758,512174,533285,EAST GODAVARI,ANDHRA PRADESH
9759,512210,533286,EAST GODAVARI,ANDHRA PRADESH
9760,512227,533287,EAST GODAVARI,ANDHRA PRADESH
9761,512237,533288,EAST GODAVARI,ANDHRA PRADESH
9762,512335,533289,EAST GODAVARI,ANDHRA PRADESH
9763,512348,533290,EAST GODAVARI,ANDHRA PRADESH
9764,512357,533291,EAST GODAVARI,ANDHRA PRADESH
9765,512369,533292,EAST GODAVARI,ANDHRA PRADESH
9766,512376,533293,EAST GODAVARI,ANDHRA PRADESH
9767,512384,533294,EAST GODAVARI,ANDHRA PRADESH
9768,512398,533295,EAST GODAVARI,ANDHRA PRADESH
9769,512449,533296,EAST GODAVARI,ANDHRA PRADESH
9770,512456,533297,EAST GODAVARI,ANDHRA PRADESH
9771,512464,533305,EAST GODAVARI,ANDHRA PRADESH
9772,512473,533306,EAST GODAVARI,ANDHRA PRADESH
9773,512476,533307,EAST GODAVARI,ANDHRA PRADESH
9774,512484,533308,EAST GODAVARI,ANDHRA PRADESH
9775,512490,533309,EAST GODAVARI,ANDHRA PRADESH
9776,512494,533339,EAST GODAVARI,ANDHRA PRADESH
9777,512525,533340,EAST GODAVARI,ANDHRA PRADESH
9778,512531,533341,EAST GODAVARI,ANDHRA PRADESH
9779,512539,533342,EAST GODAVARI,ANDHRA PRADESH
9780,512547,533343,EAST GODAVARI,ANDHRA PRADESH
9781,512556,533344,EAST GODAVARI,ANDHRA PRADESH
9782,512579,533345,EAST GODAVARI,ANDHRA PRADESH
9783,512583,533346,EAST GODAVARI,ANDHRA PRADESH
9784,512588,533347,KHAMMAM,TELANGANA
9785,512602,533348,EAST GODAVARI,ANDHRA PRADESH
9786,512616,533351,KHAMMAM,TELANGANA
9787,512673,533352,KHAMMAM,TELANGANA
9788,512795,533401,EAST GODAVARI,ANDHRA PRADESH
9789,512845,533406,EAST GODAVARI,ANDHRA PRADESH
9790,512880,533407,EAST GODAVARI,ANDHRA PRADESH
9791,512910,533408,EAST GODAVARI,ANDHRA PRADESH
9792,512923,533428,EAST GODAVARI,ANDHRA PRADESH
9793,513039,533429,EAST GODAVARI,ANDHRA PRADESH
9794,513071,533430,EAST GODAVARI,ANDHRA PRADESH
9795,513104,533431,EAST GODAVARI,ANDHRA PRADESH
9796,513128,533432,EAST GODAVARI,ANDHRA PRADESH
9797,513137,533433,EAST GODAVARI,ANDHRA PRADESH
9798,513151,533434,EAST GODAVARI,ANDHRA PRADESH
9799,513175,533435,EAST GODAVARI,ANDHRA PRADESH
9800,513215,533436,EAST GODAVARI,ANDHRA PRADESH
9801,513295,533437,EAST GODAVARI,ANDHRA PRADESH
9802,513334,533440,EAST GODAVARI,ANDHRA PRADESH
9803,513339,533444,EAST GODAVARI,ANDHRA PRADESH
9804,513351,533445,EAST GODAVARI,ANDHRA PRADESH
9805,513366,533446,EAST GODAVARI,ANDHRA PRADESH
9806,513426,533447,EAST GODAVARI,ANDHRA PRADESH
9807,513435,533448,EAST GODAVARI,ANDHRA PRADESH
9808,513442,533449,EAST GODAVARI,ANDHRA PRADESH
9809,513454,533450,EAST GODAVARI,ANDHRA PRADESH
9810,513493,533461,EAST GODAVARI,ANDHRA PRADESH
9811,513502,533462,EAST GODAVARI,ANDHRA PRADESH
9812,513519,533463,EAST GODAVARI,ANDHRA PRADESH
9813,513546,533464,EAST GODAVARI,ANDHRA PRADESH
9814,513575,533468,EAST GODAVARI,ANDHRA PRADESH
9815,513606,533483,EAST GODAVARI,ANDHRA PRADESH
9816,513691,533577,EAST GODAVARI,ANDHRA PRADESH
9817,513699,534001,WEST GODAVARI,ANDHRA PRADESH
9818,513702,534002,WEST GODAVARI,ANDHRA PRADESH
9819,513724,534003,WEST GODAVARI,ANDHRA PRADESH
9820,513735,534004,WEST GODAVARI,ANDHRA PRADESH
9821,513759,534005,WEST GODAVARI,ANDHRA PRADESH
9822,513761,534006,WEST GODAVARI,ANDHRA PRADESH
9823,513765,534007,WEST GODAVARI,ANDHRA PRADESH
9824,513776,534101,WEST GODAVARI,ANDHRA PRADESH
9825,513783,534102,WEST GODAVARI,ANDHRA PRADESH
9826,513797,534111,WEST GODAVARI,ANDHRA PRADESH
9827,513804,534112,WEST GODAVARI,ANDHRA PRADESH
9828,513813,534122,WEST GODAVARI,ANDHRA PRADESH
9829,513819,534123,WEST GODAVARI,ANDHRA PRADESH
9830,513823,534124,WEST GODAVARI,ANDHRA PRADESH
9831,513830,534126,WEST GODAVARI,ANDHRA PRADESH
9832,513837,534134,WEST GODAVARI,ANDHRA PRADESH
9833,513851,534145,WEST GODAVARI,ANDHRA PRADESH
9834,513856,534146,WEST GODAVARI,ANDHRA PRADESH
9835,513866,534156,WEST GODAVARI,ANDHRA PRADESH
9836,513872,534165,WEST GODAVARI,ANDHRA PRADESH
9837,513876,534166,WEST GODAVARI,ANDHRA PRADESH
9838,513886,534176,WEST GODAVARI,ANDHRA PRADESH
9839,513891,534186,WEST GODAVARI,ANDHRA PRADESH
9840,513898,534195,WEST GODAVARI,ANDHRA PRADESH
9841,513906,534196,WEST GODAVARI,ANDHRA PRADESH
9842,513916,534197,WEST GODAVARI,ANDHRA PRADESH
9843,513921,534198,WEST GODAVARI,ANDHRA PRADESH
9844,513943,534199,WEST GODAVARI,ANDHRA PRADESH
9845,513956,534201,WEST GODAVARI,ANDHRA PRADESH
9846,513959,534202,WEST GODAVARI,ANDHRA PRADESH
9847,513968,534204,WEST GODAVARI,ANDHRA PRADESH
9848,513971,534206,WEST GODAVARI,ANDHRA PRADESH
9849,513977,534207,WEST GODAVARI,ANDHRA PRADESH
9850,513984,534208,WEST GODAVARI,ANDHRA PRADESH
9851,513987,534209,WEST GODAVARI,ANDHRA PRADESH
9852,513990,534210,WEST GODAVARI,ANDHRA PRADESH
9853,513996,534211,WEST GODAVARI,ANDHRA PRADESH
9854,514001,534215,WEST GODAVARI,ANDHRA PRADESH
9855,514002,534216,WEST GODAVARI,ANDHRA PRADESH
9856,514007,534217,WEST GODAVARI,ANDHRA PRADESH
9857,514017,534218,WEST GODAVARI,ANDHRA PRADESH
9858,514022,534222,WEST GODAVARI,ANDHRA PRADESH
9859,514026,534225,WEST GODAVARI,ANDHRA PRADESH
9860,514034,534227,WEST GODAVARI,ANDHRA PRADESH
9861,514038,534230,WEST GODAVARI,ANDHRA PRADESH
9862,514042,534235,WEST GODAVARI,ANDHRA PRADESH
9863,514056,534236,WEST GODAVARI,ANDHRA PRADESH
9864,514061,534237,WEST GODAVARI,ANDHRA PRADESH
9865,514068,534238,WEST GODAVARI,ANDHRA PRADESH
9866,514072,534239,WEST GODAVARI,ANDHRA PRADESH
9867,514078,534240,WEST GODAVARI,ANDHRA PRADESH
9868,514082,534243,WEST GODAVARI,ANDHRA PRADESH
9869,514087,534244,WEST GODAVARI,ANDHRA PRADESH
9870,514090,534245,WEST GODAVARI,ANDHRA PRADESH
9871,514096,534247,WEST GODAVARI,ANDHRA PRADESH
9872,514100,534250,WEST GODAVARI,ANDHRA PRADESH
9873,514113,534260,WEST GODAVARI,ANDHRA PRADESH
9874,514117,534265,WEST GODAVARI,ANDHRA PRADESH
9875,514124,534266,WEST GODAVARI,ANDHRA PRADESH
9876,514133,534267,WEST GODAVARI,ANDHRA PRADESH
9877,514140,534268,WEST GODAVARI,ANDHRA PRADESH
9878,514152,534269,WEST GODAVARI,ANDHRA PRADESH
9879,514159,534275,WEST GODAVARI,ANDHRA PRADESH
9880,514178,534280,WEST GODAVARI,ANDHRA PRADESH
9881,514185,534281,WEST GODAVARI,ANDHRA PRADESH
9882,514191,534301,WEST GODAVARI,ANDHRA PRADESH
9883,514209,534302,WEST GODAVARI,ANDHRA PRADESH
9884,514225,534305,WEST GODAVARI,ANDHRA PRADESH
9885,514236,534311,WEST GODAVARI,ANDHRA PRADESH
9886,514281,534312,WEST GODAVARI,ANDHRA PRADESH
9887,514320,534313,WEST GODAVARI,ANDHRA PRADESH
9888,514332,534315,WEST GODAVARI,ANDHRA PRADESH
9889,514359,534316,WEST GODAVARI,ANDHRA PRADESH
9890,514371,534318,WEST GODAVARI,ANDHRA PRADESH
9891,514385,534320,WEST GODAVARI,ANDHRA PRADESH
9892,514395,534324,WEST GODAVARI,ANDHRA PRADESH
9893,514401,534326,WEST GODAVARI,ANDHRA PRADESH
9894,514404,534327,WEST GODAVARI,ANDHRA PRADESH
9895,514406,534328,WEST GODAVARI,ANDHRA PRADESH
9896,514413,534329,WEST GODAVARI,ANDHRA PRADESH
9897,514422,534330,WEST GODAVARI,ANDHRA PRADESH
9898,514428,534331,WEST GODAVARI,ANDHRA PRADESH
9899,514431,534338,WEST GODAVARI,ANDHRA PRADESH
9900,514434,534340,WEST GODAVARI,ANDHRA PRADESH
9901,514445,534341,WEST GODAVARI,ANDHRA PRADESH
9902,514460,534342,WEST GODAVARI,ANDHRA PRADESH
9903,514472,534350,WEST GODAVARI,ANDHRA PRADESH
9904,514476,534401,WEST GODAVARI,ANDHRA PRADESH
9905,514490,534406,WEST GODAVARI,ANDHRA PRADESH
9906,514509,534411,WEST GODAVARI,ANDHRA PRADESH
9907,514517,534416,WEST GODAVARI,ANDHRA PRADESH
9908,514526,534425,WEST GODAVARI,ANDHRA PRADESH
9909,514553,534426,WEST GODAVARI,ANDHRA PRADESH
9910,514584,534427,WEST GODAVARI,ANDHRA PRADESH
9911,514598,534432,WEST GODAVARI,ANDHRA PRADESH
9912,514610,534435,WEST GODAVARI,ANDHRA PRADESH
9913,514615,534437,WEST GODAVARI,ANDHRA PRADESH
9914,514649,534442,WEST GODAVARI,ANDHRA PRADESH
9915,514655,534447,WEST GODAVARI,ANDHRA PRADESH
9916,514658,534448,WEST GODAVARI,ANDHRA PRADESH
9917,514696,534449,WEST GODAVARI,ANDHRA PRADESH
9918,514719,534450,WEST GODAVARI,ANDHRA PRADESH
9919,514742,534451,WEST GODAVARI,ANDHRA PRADESH
9920,514771,534452,WEST GODAVARI,ANDHRA PRADESH
9921,514791,534455,WEST GODAVARI,ANDHRA PRADESH
9922,514834,534456,WEST GODAVARI,ANDHRA PRADESH
9923,514872,534460,WEST GODAVARI,ANDHRA PRADESH
9924,514917,534461,WEST GODAVARI,ANDHRA PRADESH
9925,514942,534462,WEST GODAVARI,ANDHRA PRADESH
9926,514977,534467,WEST GODAVARI,ANDHRA PRADESH
9927,515000,534475,WEST GODAVARI,ANDHRA PRADESH
9928,515022,535001,VIZIANAGARAM,ANDHRA PRADESH
9929,515025,535002,VIZIANAGARAM,ANDHRA PRADESH
9930,515031,535003,VIZIANAGARAM,ANDHRA PRADESH
9931,515062,535004,VIZIANAGARAM,ANDHRA PRADESH
9932,515070,535005,VIZIANAGARAM,ANDHRA PRADESH
9933,515112,535006,VIZIANAGARAM,ANDHRA PRADESH
9934,515133,535101,VIZIANAGARAM,ANDHRA PRADESH
9935,515176,535102,VIZIANAGARAM,ANDHRA PRADESH
9936,515214,535124,VIZIANAGARAM,ANDHRA PRADESH
9937,515242,535125,VIZIANAGARAM,ANDHRA PRADESH
9938,515283,535126,VIZIANAGARAM,ANDHRA PRADESH
9939,515309,535128,VIZIANAGARAM,ANDHRA PRADESH
9940,515376,535145,VISAKHAPATNAM,ANDHRA PRADESH
9941,515642,535148,VIZIANAGARAM,ANDHRA PRADESH
9942,515663,535160,VIZIANAGARAM,ANDHRA PRADESH
9943,515698,535161,VIZIANAGARAM,ANDHRA PRADESH
9944,515721,535183,VIZIANAGARAM,ANDHRA PRADESH
9945,515774,535204,VIZIANAGARAM,ANDHRA PRADESH
9946,515807,535213,VIZIANAGARAM,ANDHRA PRADESH
9947,515824,535214,VIZIANAGARAM,ANDHRA PRADESH
9948,515830,535215,VIZIANAGARAM,ANDHRA PRADESH
9949,515853,535216,VIZIANAGARAM,ANDHRA PRADESH
9950,515916,535217,VIZIANAGARAM,ANDHRA PRADESH
9951,515938,535218,VIZIANAGARAM,ANDHRA PRADESH
9952,515978,535220,VIZIANAGARAM,ANDHRA PRADESH
9953,515991,535221,VIZIANAGARAM,ANDHRA PRADESH
9954,516005,535240,VIZIANAGARAM,ANDHRA PRADESH
9955,516038,535250,VIZIANAGARAM,ANDHRA PRADESH
9956,516063,535260,VIZIANAGARAM,ANDHRA PRADESH
9957,516090,535270,VIZIANAGARAM,ANDHRA PRADESH
9958,516126,535273,VIZIANAGARAM,ANDHRA PRADESH
9959,516172,535280,VIZIANAGARAM,ANDHRA PRADESH
9960,516182,535281,VIZIANAGARAM,ANDHRA PRADESH
9961,516207,535463,VIZIANAGARAM,ANDHRA PRADESH
9962,516234,535501,VIZIANAGARAM,ANDHRA PRADESH
9963,516241,535502,VIZIANAGARAM,ANDHRA PRADESH
9964,516274,535521,VIZIANAGARAM,ANDHRA PRADESH
9965,516429,535522,VIZIANAGARAM,ANDHRA PRADESH
9966,516465,535523,VIZIANAGARAM,ANDHRA PRADESH
9967,516608,535524,VIZIANAGARAM,ANDHRA PRADESH
9968,516690,535525,VIZIANAGARAM,ANDHRA PRADESH
9969,516730,535526,VIZIANAGARAM,ANDHRA PRADESH
9970,516766,535527,VIZIANAGARAM,ANDHRA PRADESH
9971,516826,535534,VIZIANAGARAM,ANDHRA PRADESH
9972,516968,535546,VIZIANAGARAM,ANDHRA PRADESH
9973,517026,535547,VIZIANAGARAM,ANDHRA PRADESH
9974,517133,535557,VIZIANAGARAM,ANDHRA PRADESH
9975,517179,535558,VIZIANAGARAM,ANDHRA PRADESH
9976,517187,535559,VIZIANAGARAM,ANDHRA PRADESH
9977,517235,535568,VIZIANAGARAM,ANDHRA PRADESH
9978,517248,535573,VIZIANAGARAM,ANDHRA PRADESH
9979,517281,535578,VIZIANAGARAM,ANDHRA PRADESH
9980,517318,535579,VIZIANAGARAM,ANDHRA PRADESH
9981,517379,535580,VIZIANAGARAM,ANDHRA PRADESH
9982,517425,535581,VIZIANAGARAM,ANDHRA PRADESH
9983,517455,535591,VIZIANAGARAM,ANDHRA PRADESH
9984,517556,535592,VIZIANAGARAM,ANDHRA PRADESH
9985,517607,535593,VIZIANAGARAM,ANDHRA PRADESH
9986,517691,535594,VIZIANAGARAM,ANDHRA PRADESH
9987,517731,560001,BANGALORE,KARNATAKA
9988,517739,560002,BANGALORE,KARNATAKA
9989,517741,560003,BANGALORE,KARNATAKA
9990,517745,560004,BANGALORE,KARNATAKA
9991,517749,560005,BANGALORE,KARNATAKA
9992,517750,560006,BANGALORE,KARNATAKA
9993,517752,560007,BANGALORE,KARNATAKA
9994,517754,560008,BANGALORE,KARNATAKA
9995,517756,560009,BANGALORE,KARNATAKA
9996,517758,560010,BANGALORE,KARNATAKA
9997,517761,560011,BANGALORE,KARNATAKA
9998,517763,560012,BANGALORE,KARNATAKA
9999,517764,560013,BANGALORE,KARNATAKA
10000,517766,560015,BANGALORE,KARNATAKA
10001,517767,560016,BANGALORE,KARNATAKA
10002,517770,560017,BANGALORE,KARNATAKA
10003,517772,560018,BANGALORE,KARNATAKA
10004,517773,560020,BANGALORE,KARNATAKA
10005,517774,560021,BANGALORE,KARNATAKA
10006,517776,560022,BANGALORE,KARNATAKA
10007,517778,560023,BANGALORE,KARNATAKA
10008,517779,560024,BANGALORE,KARNATAKA
10009,517782,560025,BANGALORE,KARNATAKA
10010,517785,560026,BANGALORE,KARNATAKA
10011,517788,560027,BANGALORE,KARNATAKA
10012,517791,560029,BANGALORE,KARNATAKA
10013,517792,560030,BANGALORE,KARNATAKA
10014,517793,560032,BANGALORE,KARNATAKA
10015,517795,560033,BANGALORE,KARNATAKA
10016,517796,560034,BANGALORE,KARNATAKA
10017,517805,560035,BANGALORE,KARNATAKA
10018,517816,560036,BANGALORE,KARNATAKA
10019,517822,560037,BANGALORE,KARNATAKA
10020,517826,560038,BANGALORE,KARNATAKA
10021,517827,560040,BANGALORE,KARNATAKA
10022,517830,560041,BANGALORE,KARNATAKA
10023,517832,560042,BANGALORE,KARNATAKA
10024,517833,560043,BANGALORE,KARNATAKA
10025,517836,560045,BANGALORE,KARNATAKA
10026,517841,560046,BANGALORE,KARNATAKA
10027,517842,560047,BANGALORE,KARNATAKA
10028,517844,560048,BANGALORE,KARNATAKA
10029,517846,560049,BANGALORE,KARNATAKA
10030,517882,560050,BANGALORE,KARNATAKA
10031,517886,560051,BANGALORE,KARNATAKA
10032,517887,560053,BANGALORE,KARNATAKA
10033,517888,560054,BANGALORE,KARNATAKA
10034,517891,560055,BANGALORE,KARNATAKA
10035,517892,560056,BANGALORE,KARNATAKA
10036,517896,560057,BANGALORE,KARNATAKA
10037,517897,560058,BANGALORE,KARNATAKA
10038,517899,560059,BANGALORE,KARNATAKA
10039,517900,560060,BANGALORE,KARNATAKA
10040,517918,560061,BANGALORE,KARNATAKA
10041,517924,560062,BANGALORE,KARNATAKA
10042,517925,560063,BANGALORE,KARNATAKA
10043,517927,560064,BANGALORE,KARNATAKA
10044,517959,560065,BANGALORE,KARNATAKA
10045,517960,560066,BANGALORE,KARNATAKA
10046,517964,560067,BANGALORE RURAL,KARNATAKA
10047,518009,560068,BANGALORE,KARNATAKA
10048,518019,560070,BANGALORE,KARNATAKA
10049,518022,560071,BANGALORE,KARNATAKA
10050,518023,560072,BANGALORE,KARNATAKA
10051,518024,560073,BANGALORE,KARNATAKA
10052,518032,560074,BANGALORE,KARNATAKA
10053,518063,560075,BANGALORE,KARNATAKA
10054,518065,560076,BANGALORE,KARNATAKA
10055,518069,560077,BANGALORE,KARNATAKA
10056,518075,560078,BANGALORE,KARNATAKA
10057,518078,560079,BANGALORE,KARNATAKA
10058,518082,560080,BANGALORE,KARNATAKA
10059,518083,560081,BANGALORE,KARNATAKA
10060,518084,560082,BANGALORE,KARNATAKA
10061,518118,560083,BANGALORE,KARNATAKA
10062,518127,560084,BANGALORE,KARNATAKA
10063,518129,560085,BANGALORE,KARNATAKA
10064,518132,560086,BANGALORE,KARNATAKA
10065,518133,560087,BANGALORE RURAL,KARNATAKA
10066,518156,560088,BANGALORE,KARNATAKA
10067,518160,560089,BANGALORE,KARNATAKA
10068,518208,560090,BANGALORE,KARNATAKA
10069,518223,560091,BANGALORE,KARNATAKA
10070,518234,560092,BANGALORE,KARNATAKA
10071,518238,560093,BANGALORE,KARNATAKA
10072,518239,560094,BANGALORE,KARNATAKA
10073,518241,560095,BANGALORE,KARNATAKA
10074,518242,560096,BANGALORE,KARNATAKA
10075,518243,560097,BANGALORE,KARNATAKA
10076,518245,560098,BANGALORE,KARNATAKA
10077,518247,560099,BANGALORE,KARNATAKA
10078,518269,560100,BANGALORE,KARNATAKA
10079,518280,560102,BANGALORE,KARNATAKA
10080,518281,560103,BANGALORE,KARNATAKA
10081,518290,560104,BANGALORE,KARNATAKA
10082,518291,560105,BANGALORE,KARNATAKA
10083,518343,560107,BANGALORE,KARNATAKA
10084,518354,560108,BANGALORE,KARNATAKA
10085,518360,560109,BANGALORE,KARNATAKA
10086,518361,560110,BANGALORE,KARNATAKA
10087,518362,560111,BANGALORE,KARNATAKA
10088,518363,560300,BANGALORE,KARNATAKA
10089,518364,561101,RAMANAGAR,KARNATAKA
10090,518396,561201,RAMANAGAR,KARNATAKA
10091,518436,561202,TUMKUR,KARNATAKA
10092,518530,561203,BANGALORE RURAL,KARNATAKA
10093,518652,561204,BANGALORE RURAL,KARNATAKA
10094,518748,561205,BANGALORE RURAL,KARNATAKA
10095,518793,561206,CHIKKABALLAPUR,KARNATAKA
10096,518825,561207,CHIKKABALLAPUR,KARNATAKA
10097,519049,561208,CHIKKABALLAPUR,KARNATAKA
10098,519123,561209,CHIKKABALLAPUR,KARNATAKA
10099,519206,561210,CHIKKABALLAPUR,KARNATAKA
10100,519241,561211,CHIKKABALLAPUR,KARNATAKA
10101,519321,561212,CHIKKABALLAPUR,KARNATAKA
10102,519394,561213,CHIKKABALLAPUR,KARNATAKA
10103,519463,561228,CHIKKABALLAPUR,KARNATAKA
10104,519507,562101,CHIKKABALLAPUR,KARNATAKA
10105,519649,562102,CHIKKABALLAPUR,KARNATAKA
10106,519718,562103,CHIKKABALLAPUR,KARNATAKA
10107,519788,562104,CHIKKABALLAPUR,KARNATAKA
10108,519951,562105,CHIKKABALLAPUR,KARNATAKA
10109,520090,562106,BANGALORE,KARNATAKA
10110,520193,562107,BANGALORE,KARNATAKA
10111,520240,562108,RAMANAGAR,KARNATAKA
10112,520285,562109,RAMANAGAR,KARNATAKA
10113,520331,562110,BANGALORE RURAL,KARNATAKA
10114,520414,562111,BANGALORE RURAL,KARNATAKA
10115,520495,562112,RAMANAGAR,KARNATAKA
10116,520539,562114,BANGALORE RURAL,KARNATAKA
10117,520652,562117,RAMANAGAR,KARNATAKA
10118,520756,562119,RAMANAGAR,KARNATAKA
10119,520809,562120,RAMANAGAR,KARNATAKA
10120,520891,562121,RAMANAGAR,KARNATAKA
